name,brand,price,sku,image_url,description,category,sub_category
Sonix Case for iPhone 12/12 Pro Cosmic,Sonix,34.99,308475,https://media.gamestop.com/i/gamestop/11159843/Sonix-Case-for-iPhone-12/12-Pro-Cosmic?$pdp2x$,"Cosmic iPhone case is a Sonix original. This case features stars, moons, and eyes foiled in gold - making it a fan favorite. Pretty & Bold. Unlike others, the actual material of our cases are antimicrobial (this is not your average surface coating). The antimicrobial agent is injected and mixed into the plastic during production. This ensures that the antimicrobial protection won’t chip away nor deteriorate with use.",Accessories,Cases & Storage
Max Payne 2: The Fall of Max Payne,Rockstar Games,9.99,525179,https://media.gamestop.com/i/gamestop/10027803/Max-Payne-2-The-Fall-of-Max-Payne?$pdp2x$,"Max Payne 2: The Fall of Max Payne is a violent, film-noir love story. Dark, tragic and intense, the in-depth story is a thrill-ride of shocking twists and revelations. Love hurts.",Video Games,PC Games
Super7 ReAction SpongeBob Squarepants - SpongeBob Squarepantss Wave 1 3.75-in Action Figure,Super7,17.99,232886,https://media.gamestop.com/i/gamestop/11112076/Super7-ReAction-SpongeBob-Squarepants---SpongeBob-Squarepantss-Wave-1-3.75-in-Action-Figure?$pdp2x$,"Whether you love SpongeBob SquarePants for his irrepressible spirit or you just have a thing for passionate fry cooks, this 3.75” ReAction Figure is what you’ve been waiting for. Wearing his Krusty Krab hat, and holding his trusty spatula and a perfect Krabby Patty, SpongeBob is ready for some patty-flippin’ action! Add SpongeBob SquarePants to your menagerie of Bikini Bottom's best today!",Collectibles,Figures
"NBA Live 16 Ultimate Team 1,050 NBA Points",Electronic Arts,9.99,126190,https://media.gamestop.com/i/gamestop/10130778/NBA-Live-16-Ultimate-Team-1050-NBA-Points?$pdp2x$,USE YOUR NBA POINTS TO OPEN ULTIMATE TEAM*PACKS AND BUILD YOUR LIVE ULTIMATE TEAMEVEN FASTER.,Gift Cards,Virtual Currency
Grand Theft Auto Online: The Great White Shark Cash Card,Rockstar Games,19.99,111937,https://media.gamestop.com/i/gamestop/10121299/Grand-Theft-Auto-Online-The-Great-White-Shark-Cash-Card?$pdp2x$,"Purchase the Great White Shark Cash Card to gain 1,250,000 in-game GTA dollars to spend in GTA Online.Cash is king in this town. Solve your money problem and help get what you want across Los Santos and Blaine County with the occasional purchase of cash packs for Grand Theft Auto Online. All purchased cash is automatically deposited into your character's bank account. Spend wisely, cash therapy is fleeting.Grand Theft Auto V required to play and sold separately.",Gift Cards,Virtual Currency
DOOM Eternal Year 1 Pass,Bethesda Softworks,29.99,214670,https://media.gamestop.com/i/gamestop/11101548/DOOM-Eternal-Year-1-Pass?$pdp2x$,Access  to two campaign add-ons to release within first year of DOOM Eternal’s launch date.,Video Games,PC Games
Banpresto Dragon Ball Z Gxmateria Krillin 4.4-in Statue,Banpresto,26.99,318875,https://media.gamestop.com/i/gamestop/11171248/Banpresto-Dragon-Ball-Z-Gxmateria-Krillin-4.4-in-Statue?$pdp2x$,"Krillin is a major supporting protagonist in the Dragon Ball Z series. He met Goku when they were kids and considered Goku his rival while they were training under Master Roshi. While he may be overpowered by major enemies throughout the series, Krillin is still considered an important member of the Z Fighters",Collectibles,Statues
Beavis and Butt-Head Cornholio T-Shirt,Bioworld Merchandising,19.99,233379,https://media.gamestop.com/i/gamestop/11112352/Beavis-and-Butt-Head-Cornholio-T-Shirt?$pdp2x$,Beavis and Butthead is a classic adult animated series that still affects pop culture to this day. Show everyone you're a fan with the Beavis and Butt-Head Cornholio T-Shirt. This short sleeve crew neck tee is made of 100% Cotton and features a printed Beavis and Butthead graphic on front.,Men's,T-Shirts
Cardinal Classics Double-Six Dominoes,Spin Master,5.99,303363,https://media.gamestop.com/i/gamestop/11155808/Cardinal-Classics-Double-Six-Dominoes?$pdp2x$,"Bring some old-fashioned family fun to game night with this high quality Dominoes set. Double Six Dominoes is perfect for beginners and experts. The starter piece enhances gameplay while the bright colored dots make gameplay easier. This Double Six Dominoes set includes 28 durable, color-coded, ivory-colored dominoes that stack neatly into a durable storage tin and a starter piece. Learn to play different variations with the included instructions.",Toys & Games,Board Games
Call of Duty: Advanced Warfare Reckoning,Activision,15.0,108831,https://media.gamestop.com/i/gamestop/10119741/Call-of-Duty-Advanced-Warfare-Reckoning?$pdp2x$,"Brace yourself for Reckoning, the final downloadable content pack for Call of Duty®: Advanced Warfare. Grapple your way out of bottomless pits, dodge plasma lamp explosions and boost jump off crumbling glaciers in four all-new MP maps.  The culmination of the Exo Zombies saga: Descent introduces a remote ocean Atlas survival facility, new “fused” zombie enemies, and the Trident Reflected Energy Weapon. Discover the true cause of the global pandemic and the terrible secret that Atlas has been hiding.",Video Games,Xbox One
Space Invaders Countercade,Arcade1Up,149.99,193567,https://media.gamestop.com/i/gamestop/10174200/Space-Invaders-Countercade?$pdp2x$,"Brace yourself to be plunged back in time to an era of adrenaline pumping, old school fun with Arcade1Up as it brings iconic gaming back to you. Whether you are a retro junkie or curious to check out the hype - this is the perfect way to enjoy arcade play within your home, dorm room or office. Arcade1Up Countercades are available in multiple exciting versions that feature a table top design with commercial grade construction and coinless operation. All the machines feature original artwork of all-time iconic games. With immersive full-color hi-res displays and sounds, and full size joysticks and control buttons setup, you are looking at endless hours of gaming! Countertop style arcade game. Perfect size for kids, desks, and small spaces!",Video Games,Arcade
Brydge 10.5 Bluetooth Keyboard for iPad Pro 10.5-in Silver,Brydge,129.99,301305,https://media.gamestop.com/i/gamestop/11151057/Brydge-10.5-Bluetooth-Keyboard-for-iPad-Pro-10.5-in-Silver?$pdp2x$,"The Brydge 10.5 Bluetooth keyboard brings versatility and productivity to your fingertips. When combined with the iPad Air, they create the ultimate in mobile productivity. A perfect balance between tablet and laptop, giving you the power to be mobile and highly productive. Anytime, anywhere.",Tablets,Accessories
Skinit The Nightmare Before Christmas Jack Skellington Console Skin for Xbox Series S,Skinit,24.99,256324,https://media.gamestop.com/i/gamestop/11128924/Skinit-The-Nightmare-Before-Christmas-Jack-Skellington-Console-Skin-for-Xbox-Series-S?$pdp2x$,"The The Nightmare Before Christmas Xbox Series S Console Skin is made from a 3M durable auto-grade vinyl for an ultimate lightweight Xbox Series S Console decal protection without the bulk. Every Skinit The Nightmare Before Christmas skin is officially licensed by Disney for an authentic brand design. The The Nightmare Before Christmas Jack Skellington Microsoft Xbox Series S Console decal skin is engineered to feature vibrant photo quality designs and to perfectly fit your Xbox Series S Console The The Nightmare Before Christmas Jack Skellington skin can be easily applied and removed from your Xbox Series S Console with no residue, no mess and no fuss due to 3M adhesive backing. This makes it even easier for you to mix up your Xbox Series S Console style as much as you want to keep your device feeling new. All Skinit made decal skins are cut and crafted with everyday Xbox Series S Console uses in mind so that each The Nightmare Before Christmas skin offers a premium feel with a thin functional protection. Shop all officially licensed The Nightmare Before Christmas Microsoft Xbox Series S Console skins made by Skinit and make it yours today!",Skins,Xbox Series X|S
Nintendo 3DS XL Super Mario Bros. 2 Red,Nintendo,139.99,123641,https://media.gamestop.com/i/gamestop/10129119/Nintendo-3DS-XL-Super-Mario-Bros.-2-Red?$pdp2x$,Everything you love about Nintendo 3DS-only bigger!,3DS,3DS
Word Whiz Electronic Flash Card 3 Skill Levels,Learning Resources,16.63,294836,https://media.gamestop.com/i/gamestop/11145949/Word-Whiz-Electronic-Flash-Card-3-Skill-Levels?$pdp2x$,"Encourage children to practice word-building skills with this handheld game. 3 skill levels challenge you to build as many 3, 4, and 5 letter words as possible in 60 seconds. Requires 3 AA batteries, not included.",Toys & Games,Learning Toys
Atrix Guild Series 2021 PC Holiday Bundle,Atrix,129.99,252560,https://media.gamestop.com/i/gamestop/11176059/Atrix-Guild-Series-2021-PC-Holiday-Bundle?$pdp2x$,The Atrix Guild Series PC Bundle gives you the edge you need for all your favorite MMO and RPG games. Turn your setup into a pro battle station with this high-performance bundle. The Guild bundle features everything you need to level up your game.,Desktops & Laptops,Keyboards
Life is a Highway Route 66 Road Sign Word Art Mens Long Sleeve T-Shirt,LA Pop Art,26.99,260523,https://media.gamestop.com/i/gamestop/11134386/Life-is-a-Highway-Route-66-Road-Sign-Word-Art-Mens-Long-Sleeve-T-Shirt?$pdp2x$,"Route 66 shield created out of the words Life Is A Highway. Filled with bumps, turns, accidents, slowdowns and sometimes easy cruising there is no doubt Life is a Highway. All you can do is sit back and enjoy the ride the best you can! Capturing the American Spirit of adventure, there has never been a more iconic highway than Route 66. Our ""Word Art"" design takes the legendary Route 66 shield and recreates it out of the words Life is a Highway and hopefully captures the top down, music playing, life is short, road trip vibe.",Men's,T-Shirts
Super Mario World - Super Nintendo,Nintendo,11.99,114614,https://media.gamestop.com/i/gamestop/10125270/Super-Mario-World---Super-Nintendo?$pdp2x$,"Mario's off on his biggest adventure ever, and this time he's brought along a friend. Yoshi the dinosaur teams up with Mario to battle Bowser, who has kidnapped Princess Toadstool once again. Guide Mario and Yoshi through nine peril-filled worlds to the final showdown in Bowser's castle. Use Mario's new powers and Yoshi's voracious monster-gobbling appetite as you explore 96 levels filled with dangerous new monsters and traps. Climb mountains and cross rivers, and descend into subterranean depths. Destroy the seven Koopa castles and find keys to gain entrance to hidden levels. Discover more warps and thrilling bonus worlds than ever before!",Retro Nintendo,Super Nintendo Entertainment System
Aerial_Knight's Never Yield,Headup Games,11.99,295449,https://media.gamestop.com/i/gamestop/11146550/Aerial_Knights-Never-Yield?$pdp2x$,"​Survive A futuristic Tokyo style Detroit in this 3D runner that tells the story of Wally who has uncovered the evidence that can change his city forever. Explore a game world with a dope-tastic soundtrack featuring the authentic sounds of Detroit Artist. STORY Take the role of Wally. A mysterious character that has recovered what was taken from him. Hopefully, you're fast enough to outrun your enemies. Expose the truth and try to uncover the mystery of what happened to them. With an average runtime of an action movie (about an hour and a half on Normal), a first run of this action-packed adventure can be enjoyed in an afternoon. Afterwards you can improve your score.",Video Games,Nintendo Switch
Destroy All Humans! DNA Collector's Edition - Xbox One,THQ,29.99,205904,https://media.gamestop.com/i/gamestop/11096616/Destroy-All-Humans-DNA-Collectors-Edition---Xbox-One?$pdp2x$,The cult-classic returns! Terrorize the people of 1950s Earth in the role of the evil alien Crypto-137. Harvest their DNA and bring down the US government in the faithful remake of the legendary alien invasion action adventure. Annihilate puny humans using an assortment of alien weaponry and psychic abilities. Reduce their cities to rubble with your flying Saucer! One giant step on mankind!,Video Games,Xbox One
Marvel Ironman Mask Mens T-Shirt,Fifth Sun,19.99,286176,https://media.gamestop.com/i/gamestop/11141670/Marvel-Ironman-Mask-Mens-T-Shirt?$pdp2x$,"Lose yourself in the pages of a comic book or the movie adventure of a lifetime with your favorite Marvel superheroes! Whether you want to swing through the city with Spider-Man, smash some walls with the Hulk, or sail through the air with Iron Man, you'll need to be wearing the best Marvel designs to do it! It's time to get marvel-ous in awesome Marvel apparel!",Men's,T-Shirts
Skinit NFL Cleveland Browns Skin Bundle for PlayStation 5,Skinit,39.99,257576,https://media.gamestop.com/i/gamestop/11133195/Skinit-NFL-Cleveland-Browns-Skin-Bundle-for-PlayStation-5?$pdp2x$,"The NFL Cleveland Browns PS5 Bundle Skin is made from a 3M durable auto-grade vinyl for an ultimate lightweight PS5 Bundle decal protection without the bulk. Every Skinit Cleveland Browns skin is officially licensed by NFL for an authentic brand design. The Cleveland Browns Cleveland Browns Sony PS5 Bundle decal skin is engineered to feature vibrant photo quality designs and to perfectly fit your PS5 Bundle The Cleveland Browns Cleveland Browns skin can be easily applied and removed from your PS5 Bundle with no residue, no mess and no fuss due to 3M adhesive backing. This makes it even easier for you to mix up your PS5 Bundle style as much as you want to keep your device feeling new. All Skinit made decal skins are cut and crafted with everyday PS5 Bundle uses in mind so that each Cleveland Browns skin offers a premium feel with a thin functional protection. Shop all officially licensed NFL Cleveland Browns Sony PS5 Bundle skins made by Skinit and make it yours today!",Skins,PlayStation 5
One Small Step for Man Quote Astronaut Word Art  Drawstring Backpack,LA Pop Art,13.99,278231,https://media.gamestop.com/i/gamestop/11142977/One-Small-Step-for-Man-Quote-Astronaut-Word-Art--Drawstring-Backpack?$pdp2x$,"  Page Title   Created using the quote ""That's one small step for a man, a giant leap for mankind,"" the names of all those that walked on the moon and the dates and names of all moon missions. Created using the quote ""That's one small step for a man, a giant leap for mankind,"" the names of all those that walked on the moon and the dates and names of all moon missions.

One of the greatest moments of all time was met with one of the greatest quotes of all time. Humanity has always been fascinated with space exploration and the moment we finally set foot on the Moon, the desire to explore deeper grew stronger.

This salute to NASA and Space Exploration creates an astronaut out of the iconic ""That's one small step for a man, a giant leap for mankind"" quote. The moon background lists names and dates of every man and mission to the Moon.

  ",Bags,Backpacks
Dia De Los Muertos Sugar Skull Word Art  Drawstring Backpack,LA Pop Art,13.99,278260,https://media.gamestop.com/i/gamestop/11143120/Dia-De-Los-Muertos-Sugar-Skull-Word-Art--Drawstring-Backpack?$pdp2x$,"  Page Title   Created out of the words Dia De Los Muertos Día De Los Muertos (Day of The Dead) is a Mexican holiday celebrated throughout Mexico. The holiday involves family and friends gathering to pray for and remember friends and family members who have died, and helping support their spiritual journey. In Mexican culture, death is viewed as a natural part of the human cycle. Mexicans view it not as a day of sadness but as a day of celebration because their loved ones awake and celebrate with them. There are so many symbols and unique artwork that is associated with the day including Calaveras (sugar skulls). These skulls are made out of sugar and decorated by artists with colors and designs in honor of the dead. We created our sugar skull out of the name of the day - Día De Los Muertos.   ",Bags,Backpacks
Everything is Bigger in Texas Word Art Mens Premium Blend T-Shirt,LA Pop Art,26.99,264965,https://media.gamestop.com/i/gamestop/11139503_burgundy/Everything-is-Bigger-in-Texas-Word-Art-Mens-Premium-Blend-T-Shirt-burgundy?$pdp2x$,"Created out of the words Everything is Bigger in Texas Everything is Bigger in Texas is one of the Great Motto's of The Great State of Texas. There is little doubt as to how true this motto really is. From the actual size of the state to the Economy, to the food, to the people, to the personalities to just about everything you come across. But it is clear Texans Love and Passion for their Great State is truly the biggest thing you will find in Texas. ",Men's,T-Shirts
Hoberman Mini Sphere - Starbright,Hoberman,22.49,307113,https://media.gamestop.com/i/gamestop/11156507/Hoberman-Mini-Sphere---Starbright?$pdp2x$,"Light-up the night with this combination of geometry, engineering and beauty! 8 bright LED lights activate when the sphere is expanded and shut off automatically. Pull on any of the sphere's hubs and watch as it magically lights and unfolds from 5.5"" to 12""!",Toys & Games,Learning Toys
Star Wars Battlefront Season Pass,Electronic Arts,49.99,119135,https://media.gamestop.com/i/gamestop/11098263/Star-Wars-Battlefront-Season-Pass?$pdp2x$,"Online Multiplayer Only.

Expand your galaxy with the STAR WARS™ Battlefront™ Season Pass. Get four upcoming expansion packs filled with new content that will take you to new locations across a galaxy far, far away. Act now to secure two-week early access to each expansion pack and an exclusive ""Shoot First"" emote. Be sure to visit http://StarWarsBattlefront.com/SeasonPass often for the release date and additional details about each expansion pack.

Save money on content for this game by purchasing the Season Pass. Content can be downloaded from the PlayStation®Store or in-game once it is released.",Video Games,PC Games
Looney Tunes Identity Skin Bundle for Nintendo Switch,Skinit,34.99,255197,https://media.gamestop.com/i/gamestop/11129820/Looney-Tunes-Identity-Skin-Bundle-for-Nintendo-Switch?$pdp2x$,"The Looney Tunes Nintendo Switch Bundle Skin is made from a 3M durable auto-grade vinyl for an ultimate lightweight Nintendo Switch Bundle decal protection without the bulk. Every Skinit Looney Tunes skin is officially licensed by Warner Bros for an authentic brand design. The Looney Tunes Looney Tunes Identity Pattern Nintendo Nintendo Switch Bundle decal skin is engineered to feature vibrant photo quality designs and to perfectly fit your Nintendo Switch Bundle The Looney Tunes Looney Tunes Identity Pattern skin can be easily applied and removed from your Nintendo Switch Bundle with no residue, no mess and no fuss due to 3M adhesive backing. This makes it even easier for you to mix up your Nintendo Switch Bundle style as much as you want to keep your device feeling new. All Skinit made decal skins are cut and crafted with everyday Nintendo Switch Bundle uses in mind so that each Looney Tunes skin offers a premium feel with a thin functional protection. Shop all officially licensed Looney Tunes Nintendo Nintendo Switch Bundle skins made by Skinit and make it yours today!",Skins,Nintendo Switch
Madden NFL 22  - Xbox One,Electronic Arts,34.79,299041,https://media.gamestop.com/i/gamestop/11116262/Madden-NFL-22----Xbox-One?$pdp2x$,"GameStop puts your skills to the test with Madden 22 on Xbox One! Take down the competition, hone your skills, and build your fantasy roster with Madden 22 Face of the Franchise, The Yard, and Ultimate Team in this highly-anticipated NFL football video game.",Video Games,Xbox One
Blurryface by Twenty One Pilots Vinyl,Fueled By Ramen,26.99,248709,https://media.gamestop.com/i/gamestop/11120281/Blurryface-by-Twenty-One-Pilots-Vinyl?$pdp2x$,"Blurryface is the much anticipated second studio album from twenty one pilots. On the follow up to their highly successful debut Vessel, the band worked with famed producers Mike Elizondo, Mike Crossey, Tim Anderson and Ricky Reed to craft a genre bending collection of dynamic and diverse songs.",Music & Movies,Music
Rush Charge Max USB-C Power Bank Rose Gold,Rush Charge,40.0,285174,https://media.gamestop.com/i/gamestop/11142608/Rush-Charge-Max-USB-C-Power-Bank-Rose-Gold?$pdp2x$,"The world's most convenient, lightweight, and compact charger for your device. The cable-free design allows you to plug the Rush Charge directly into any compatible device and take it with you anywhere, anytime uninterrupted. Truly a charger that’s made to move with you. No more messy and tangled cables or heavy power banks; Rush Charge fits comfortably in your pocket. Comes pre-charged and ready to go, so you can stay powered up right from the jump! Perfect for travel, emergency power, and everyday use. Recharge using your existing phone cable; alone or simultaneously with your device.",Accessories,Batteries & Battery Packs
Buffalo Games Eugene's Gas and Grocery 500-pc Jigsaw Puzzle,Buffalo Games,10.99,296471,https://media.gamestop.com/i/gamestop/11160029/Buffalo-Games-Eugenes-Gas-and-Grocery-500-pc-Jigsaw-Puzzle?$pdp2x$,"This 500-piece jigsaw puzzle titled Eugene's Gas & Grocery is from artist Geno Peoples and is part of the Americana Collection by Buffalo Games. Under the light of a full moon Eugene People's Gas and Grocery is waiting for the next customer to arrive. Deer and roosters are hanging out in the puddle covered roadway as ducks swim through the moon's reflection on the lake. Enjoy piecing together this puzzle as you discover everything available to purchase at the store.

Every Buffalo Games jigsaw puzzle is manufactured in the U.S.A. from recycled puzzle board. A precision cutting technique guarantees that every piece will fit soundly with the company's signature Perfect Snap™. A bonus puzzle poster is also included so that you have a handy reference of what the completed puzzle should look like while you put yours together.",Toys & Games,Puzzles
Star Wars The Mandalorian This Is The Way Circle Mens T-Shirt,Fifth Sun,19.99,294463,https://media.gamestop.com/i/gamestop/11145743/Star-Wars-The-Mandalorian-This-Is-The-Way-Circle-Mens-T-Shirt?$pdp2x$,"Take the reins as a Mandalorian Bounty Hunter exploring the galaxy in this awesome Star Wars tee that celebrates the Star Wars-inspired television series, The Mandalorian with favorites like Grogu, Mando, Greef Karga and more.",Men's,T-Shirts
Madden NFL 15,EA,60.0,103277,https://media.gamestop.com/i/gamestop/10113711/Madden-NFL-15?$pdp2x$,"Madden NFL 15 transforms you into your rival's worst nightmare with a new breed of defense built to challenge the best offenses in the NFL.  An all-new intuitive tackling system and improved coverage logic make defense exciting and fun to play.  Learn and hone your skills in the Gauntlet, an all-new mode in Skills Trainer that will take your new abilities through the ultimate test in intense conditions and challenges.  Whether building your legacy in Connected Franchise or a dynasty in Ultimate Team, it's not just football, it's Madden Season!",Video Games,Xbox 360
ROCCAT Elo Surround Sound RGB 7.1 USB Gaming Headset Black,ROCCAT,44.99,304783,https://media.gamestop.com/i/gamestop/11155457/ROCCAT-Elo-Surround-Sound-RGB-7.1-USB-Gaming-Headset-Black?$pdp2x$,"PRECISION SURROUND SOUND - The ROCCAT® Elo 7.1 USB Surround Sound RGB Gaming Headset lets you pinpoint enemy locations thanks to 360° visual audio powered by precision-tuned 50mm drivers. Superior memory foam and a self-adjusting headband provide all-day comfort while the detachable TruSpeak™ mic ensures clear communication. Plus, AIMO Intelligent Lighting vividly lights up your setup. AIMO INTELLIGENT LIGHTING ENGINE - The AIMO illumination ecosystem takes your setup to another level by adding organic light. It synergizes with other AIMO-compatible devices to create a vivid, state-of-the-art aesthetic without the need for extensive configuration. The Elo 7.1 USB looks even better with AIMO.",Desktops & Laptops,PC Headsets
Cardinal Legacy Deluxe Double-6 Dominoes Board Game,Spin Master,24.99,303328,https://media.gamestop.com/i/gamestop/11155825/Cardinal-Legacy-Deluxe-Double-6-Dominoes-Board-Game?$pdp2x$,"The entire family can enjoy one of the world’s most popular games with the Cardinal Legacy Deluxe Dominoes set. Players place their Dominoes so that the numbers match up as they race to get rid of all of their pieces. The Cardinal Legacy Deluxe Classic Games product line features ten timeless classics crafted from beautiful mahogany. Legacy Deluxe games are not only sure to be loved by people of all ages and provide endless entertainment, but each one is also a great display piece and a welcomed complement to any game room.",Toys & Games,Board Games
Hasbro Star Wars: The Black Series Deluxe Episode I: The Phantom Menace Jar Jar Binks 6-in Action Figure,Hasbro,23.49,222028,https://media.gamestop.com/i/gamestop/11105999/Hasbro-Star-Wars-The-Black-Series-Deluxe-Episode-I-The-Phantom-Menace-Jar-Jar-Binks-6-in-Action-Figure?$pdp2x$,"As an outcast, Jar Jar spends much of his time in the Naboo swampland. It's there that the hapless Gungan encounters a pair of Jedi as they elude enemy forces.
Kids and collectors alike can imagine the biggest battles and missions in the Star Wars saga with figures from Star Wars The Black Series! With exquisite features and decoration, this series embodies the quality and realism that Star Wars devotees love. Star Wars The Black Series includes figures, vehicles, and roleplay items from the 40-plus-year legacy of the Star Wars Galaxy, including comics, movies, and animated series. (Additional products each sold separately. Subject to availability.)
The 6-inch-scale The Black Series Jar Jar Binks deluxe figure is carefully detailed to look like the character from Star Wars: The Phantom Menace, featuring premium detail and multiple points of articulation.",Collectibles,Figures
Marvel Classic Brick Logo Long Sleeve Mens T-Shirt,Fifth Sun,24.99,287524,https://media.gamestop.com/i/gamestop/11141736/Marvel-Classic-Brick-Logo-Long-Sleeve-Mens-T-Shirt?$pdp2x$,"Lose yourself in the pages of a comic book or the movie adventure of a lifetime with your favorite Marvel superheroes! Whether you want to swing through the city with Spider-Man, smash some walls with the Hulk, or sail through the air with Iron Man, you'll need to be wearing the best Marvel designs to do it! It's time to get marvel-ous in awesome Marvel apparel!",Men's,T-Shirts
Paladone Batman 750-pc Jigsaw Puzzle,Paladone,14.99,319314,https://media.gamestop.com/i/gamestop/11172235/Paladone-Batman-750-pc-Jigsaw-Puzzle?$pdp2x$,"The Batman 750-piece Jigsaw Puzzle makes the perfect present for any fan of DC Comics, Batman, or superheroes in general. Plus collectors of official DC Comics merchandise will welcome this unique Jigsaw Puzzle into their collection of memorabilia. Once completed, the bat-shaped jigsaw puzzle will display a detailed image created from a montage of comic book pages. The puzzle is supplied in a collectible, full-color printed rectangular storage tin that is decorated with the cover artwork from Batman Volume 1, No1, Spring Issue comic published in 1940. The artwork was created by Bob Kane and Jerry Robinson. Originally published quarterly, this first volume introduced new characters into Batman's pantheon, most notably those of Catwoman and Batman's eventual nemesis, the Joker.",Toys & Games,Puzzles
Skinit The Avengers Baby Loki Console Skin for Xbox One,Skinit,24.99,256800,https://media.gamestop.com/i/gamestop/11128671/Skinit-The-Avengers-Baby-Loki-Console-Skin-for-Xbox-One?$pdp2x$,"The Marvel Avengers Xbox One Console Skin is made from a 3M durable auto-grade vinyl for an ultimate lightweight Xbox One Console decal protection without the bulk. Every Skinit Avengers skin is officially licensed by Marvel/Disney for an authentic brand design. The Avengers Baby Loki Microsoft Xbox One Console decal skin is engineered to feature vibrant photo quality designs and to perfectly fit your Xbox One Console The Avengers Baby Loki skin can be easily applied and removed from your Xbox One Console with no residue, no mess and no fuss due to 3M adhesive backing. This makes it even easier for you to mix up your Xbox One Console style as much as you want to keep your device feeling new. All Skinit made decal skins are cut and crafted with everyday Xbox One Console uses in mind so that each Avengers skin offers a premium feel with a thin functional protection. Shop all officially licensed Marvel Avengers Microsoft Xbox One Console skins made by Skinit and make it yours today!",Skins,Xbox One
Spintires,Oovee Game Studios,9.99,104978,https://media.gamestop.com/i/gamestop/10117290/Spintires?$pdp2x$,"The award-winning, million-seller indie hit, Spintires®: The Original Game. 

The ultimate off-road challenge, climb aboard incredibly detailed soviet inspired vehicles and venture across the rough and tough terrain motherland Russia has to offer. 

Featuring a highly unique physics-based deformable terrain and water interaction technology. Spintires boasts a quirky new experience every time you play.",Video Games,PC Games
Wolverine - Nintendo,LJN,14.99,114671,https://media.gamestop.com/i/gamestop/10125950/Wolverine---Nintendo?$pdp2x$,"Stranded on a remote, deserted island by his arch enemies, Sabretooth and Magneto, Marvel Comics' Wolverine must fight the battle of his life. Super-human powers, including regenerative healing abilities, an indestructible Adamantium skeleton and retractable razor sharp claws that slice through anything, make Wolverine a terrifying adversary... but has he finally met his match? Lead Wolverine in this world-class struggle against Sabretooth and the evil genius, Magneto. In the heat of battle, fellow X-Men Havok, Jubilee and Psylocke come to your side helping even out the score. To survive, you must complete 9 missions, including The Battle for the Skies, Trial by Fire, Trial by Water, The Dungeon of Traps, and The Land of Nightmares, until, at long last, you face your ultimate foes. Prepare for the most exciting and unpredictable X-Men adventure of them all!",Retro Nintendo,Nintendo Entertainment System
Banpresto Stranger Things Hopper Q posket Figure,Banpresto,27.99,295337,https://media.gamestop.com/i/gamestop/11146740/Banpresto-Stranger-Things-Hopper-Q-posket-Figure?$pdp2x$,nan,Collectibles,Statues
Conan,THQ,4.99,930078,https://media.gamestop.com/i/gamestop/10065274/Conan?$pdp2x$,nan,Retro PlayStation,PlayStation 3
Super Mario Galaxy - Nintendo Wii,Nintendo,39.99,917151,https://media.gamestop.com/i/gamestop/10005725/Super-Mario-Galaxy---Nintendo-Wii?$pdp2x$,"The ultimate Nintendo hero is taking the ultimate step... out into space. Join Mario as he ushers in a new era of video games, defying gravity across all the planets in the galaxy. When some creature escapes into space with Princess Peach, Mario gives chase, exploring bizarre planets all across the galaxy. Players run, jump and battle enemies as they explore the many planets. For Mario to succeed, gamers will press buttons, swing the Wii Remote and Nunchuk controllers and even use the Wii Remote to point at and drag things on-screen.",Video Games,Wii
NBA Utah Jazz Controller Skin for PlayStation 5,Skinit,15.99,247347,https://media.gamestop.com/i/gamestop/11119333/NBA-Utah-Jazz-Controller-Skin-for-PlayStation-5?$pdp2x$,"The NBA Utah Jazz PS5 Controller Skin is made from a 3M durable auto-grade vinyl for an ultimate lightweight PS5 Controller decal protection without the bulk. Every Skinit Utah Jazz skin is officially licensed by NBA for an authentic brand design. The Utah Jazz Utah Jazz Split Canvas Sony PS5 Controller decal skin is engineered to feature vibrant photo quality designs and to perfectly fit your PS5 Controller The Utah Jazz Utah Jazz Split Canvas skin can be easily applied and removed from your PS5 Controller with no residue, no mess and no fuss due to 3M adhesive backing. This makes it even easier for you to mix up your PS5 Controller style as much as you want to keep your device feeling new. All Skinit made decal skins are cut and crafted with everyday PS5 Controller uses in mind so that each Utah Jazz skin offers a premium feel with a thin functional protection. Shop all officially licensed NBA Utah Jazz Sony PS5 Controller skins made by Skinit and make it yours today!",Skins,PlayStation 5
Nerf Fortnite Blaster SMG,Hasbro,19.99,216052,https://media.gamestop.com/i/gamestop/11102220/Nerf-Fortnite-Blaster-SMG?$pdp2x$,"Play Fortnite in real life with the dart-firing Nerf Fortnite SR blaster that is inspired by the one used in Fortnite, capturing the look of the one from the popular video game. The SR blaster features 4-dart hammer action so you can fire 4 darts in a row before reloading. Take aim at your target and press the trigger to unleash 1 dart. To launch another dart, pull back the hammer, and press the trigger. Use the removable scope to help you line up your shot. The Nerf Fortnite SR blaster comes with 8 Nerf Elite darts, enough to fully load the blaster, with 4 darts for backup firepower when it's time to reload. Official Nerf darts are made of foam and are tested and approved for performance and quality. No batteries required. Eyewear recommended (not included).
Copyright Epic Games.
Hasbro and all related terms are trademarks of Hasbro.
Includes: blaster, scope, 8 darts, and instructions.",Toys & Games,NERF
